"BehaviorSpace results (NetLogo 6.1.1)"
"complete.nlogo"
"best_case"
"03/10/2020 23:41:18:804 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","100","-25","30"
"[run number]","attacker-number-beach-a","initial-number-defending-b26","initial-number-attacking-b26","initial-number-t33","defender-number-base-a","initial-number-seaFury","attacker-number-beach-b","defender-number-base-b","show-health","defender-number-base-c","show-ammo","[step]","count defenders","count attackers"
"5","15","0","20","0","200","0","15","200","false","100","false","844","375","30"
"3","15","0","20","0","200","0","15","200","false","100","false","917","301","30"
"6","15","0","20","0","200","0","15","200","false","100","false","936","313","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1005","345","30"
"1","15","0","20","0","200","0","15","200","false","100","false","843","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","937","313","30"
"3","15","0","20","0","200","0","15","200","false","100","false","918","299","30"
"5","15","0","20","0","200","0","15","200","false","100","false","845","375","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1006","345","30"
"1","15","0","20","0","200","0","15","200","false","100","false","844","343","30"
"7","15","0","20","0","200","0","15","200","false","100","false","63","500","30"
"6","15","0","20","0","200","0","15","200","false","100","false","938","313","30"
"3","15","0","20","0","200","0","15","200","false","100","false","919","295","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1007","345","30"
"5","15","0","20","0","200","0","15","200","false","100","false","846","374","30"
"1","15","0","20","0","200","0","15","200","false","100","false","845","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","939","313","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1008","345","30"
"3","15","0","20","0","200","0","15","200","false","100","false","920","293","30"
"1","15","0","20","0","200","0","15","200","false","100","false","846","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","940","313","30"
"5","15","0","20","0","200","0","15","200","false","100","false","847","374","30"
"7","15","0","20","0","200","0","15","200","false","100","false","64","500","30"
"3","15","0","20","0","200","0","15","200","false","100","false","921","287","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1009","345","30"
"1","15","0","20","0","200","0","15","200","false","100","false","847","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","941","313","30"
"3","15","0","20","0","200","0","15","200","false","100","false","922","286","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1010","345","30"
"5","15","0","20","0","200","0","15","200","false","100","false","848","374","30"
"1","15","0","20","0","200","0","15","200","false","100","false","848","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","942","313","30"
"3","15","0","20","0","200","0","15","200","false","100","false","923","284","30"
"7","15","0","20","0","200","0","15","200","false","100","false","65","500","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1011","343","30"
"5","15","0","20","0","200","0","15","200","false","100","false","849","374","30"
"1","15","0","20","0","200","0","15","200","false","100","false","849","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","943","313","30"
"3","15","0","20","0","200","0","15","200","false","100","false","924","282","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1012","340","30"
"6","15","0","20","0","200","0","15","200","false","100","false","944","313","30"
"1","15","0","20","0","200","0","15","200","false","100","false","850","343","30"
"5","15","0","20","0","200","0","15","200","false","100","false","850","374","30"
"3","15","0","20","0","200","0","15","200","false","100","false","925","278","30"
"7","15","0","20","0","200","0","15","200","false","100","false","66","500","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1013","338","30"
"6","15","0","20","0","200","0","15","200","false","100","false","945","313","30"
"1","15","0","20","0","200","0","15","200","false","100","false","851","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","926","273","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1014","337","30"
"5","15","0","20","0","200","0","15","200","false","100","false","851","374","30"
"6","15","0","20","0","200","0","15","200","false","100","false","946","313","30"
"1","15","0","20","0","200","0","15","200","false","100","false","852","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","927","271","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1015","335","30"
"6","15","0","20","0","200","0","15","200","false","100","false","947","313","30"
"5","15","0","20","0","200","0","15","200","false","100","false","852","374","30"
"7","15","0","20","0","200","0","15","200","false","100","false","67","500","30"
"1","15","0","20","0","200","0","15","200","false","100","false","853","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","928","270","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1016","335","30"
"6","15","0","20","0","200","0","15","200","false","100","false","948","313","30"
"5","15","0","20","0","200","0","15","200","false","100","false","853","373","30"
"1","15","0","20","0","200","0","15","200","false","100","false","854","343","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1017","335","30"
"3","15","0","20","0","200","0","15","200","false","100","false","929","269","30"
"6","15","0","20","0","200","0","15","200","false","100","false","949","313","30"
"7","15","0","20","0","200","0","15","200","false","100","false","68","500","30"
"3","15","0","20","0","200","0","15","200","false","100","false","930","268","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1018","334","30"
"1","15","0","20","0","200","0","15","200","false","100","false","855","343","30"
"5","15","0","20","0","200","0","15","200","false","100","false","854","373","30"
"6","15","0","20","0","200","0","15","200","false","100","false","950","313","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1019","334","30"
"3","15","0","20","0","200","0","15","200","false","100","false","931","268","30"
"1","15","0","20","0","200","0","15","200","false","100","false","856","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","951","313","30"
"5","15","0","20","0","200","0","15","200","false","100","false","855","373","30"
"7","15","0","20","0","200","0","15","200","false","100","false","69","500","30"
"3","15","0","20","0","200","0","15","200","false","100","false","932","268","30"
"1","15","0","20","0","200","0","15","200","false","100","false","857","343","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1020","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","952","313","30"
"5","15","0","20","0","200","0","15","200","false","100","false","856","373","30"
"3","15","0","20","0","200","0","15","200","false","100","false","933","268","30"
"1","15","0","20","0","200","0","15","200","false","100","false","858","343","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1021","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","953","313","30"
"3","15","0","20","0","200","0","15","200","false","100","false","934","268","30"
"5","15","0","20","0","200","0","15","200","false","100","false","857","373","30"
"7","15","0","20","0","200","0","15","200","false","100","false","70","500","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1022","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","859","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","954","313","30"
"3","15","0","20","0","200","0","15","200","false","100","false","935","266","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1023","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","858","373","30"
"6","15","0","20","0","200","0","15","200","false","100","false","955","312","30"
"1","15","0","20","0","200","0","15","200","false","100","false","860","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","936","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1024","333","30"
"7","15","0","20","0","200","0","15","200","false","100","false","71","500","30"
"6","15","0","20","0","200","0","15","200","false","100","false","956","312","30"
"1","15","0","20","0","200","0","15","200","false","100","false","861","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","937","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1025","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","957","308","30"
"5","15","0","20","0","200","0","15","200","false","100","false","859","373","30"
"1","15","0","20","0","200","0","15","200","false","100","false","862","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","938","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1026","333","30"
"7","15","0","20","0","200","0","15","200","false","100","false","72","500","30"
"6","15","0","20","0","200","0","15","200","false","100","false","958","308","30"
"3","15","0","20","0","200","0","15","200","false","100","false","939","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","863","343","30"
"5","15","0","20","0","200","0","15","200","false","100","false","860","373","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1027","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","959","308","30"
"3","15","0","20","0","200","0","15","200","false","100","false","940","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","864","343","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1028","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","861","373","30"
"6","15","0","20","0","200","0","15","200","false","100","false","960","308","30"
"7","15","0","20","0","200","0","15","200","false","100","false","73","500","30"
"3","15","0","20","0","200","0","15","200","false","100","false","941","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","865","343","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1029","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","961","307","30"
"5","15","0","20","0","200","0","15","200","false","100","false","862","373","30"
"3","15","0","20","0","200","0","15","200","false","100","false","942","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1030","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","866","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","962","307","30"
"7","15","0","20","0","200","0","15","200","false","100","false","74","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","863","373","30"
"3","15","0","20","0","200","0","15","200","false","100","false","943","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1031","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","867","343","30"
"6","15","0","20","0","200","0","15","200","false","100","false","963","307","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1032","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","944","265","30"
"5","15","0","20","0","200","0","15","200","false","100","false","864","373","30"
"6","15","0","20","0","200","0","15","200","false","100","false","964","307","30"
"1","15","0","20","0","200","0","15","200","false","100","false","868","343","30"
"7","15","0","20","0","200","0","15","200","false","100","false","75","500","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1033","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","945","265","30"
"6","15","0","20","0","200","0","15","200","false","100","false","965","306","30"
"1","15","0","20","0","200","0","15","200","false","100","false","869","343","30"
"5","15","0","20","0","200","0","15","200","false","100","false","865","373","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1034","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","946","265","30"
"6","15","0","20","0","200","0","15","200","false","100","false","966","306","30"
"1","15","0","20","0","200","0","15","200","false","100","false","870","343","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1035","333","30"
"7","15","0","20","0","200","0","15","200","false","100","false","76","500","30"
"3","15","0","20","0","200","0","15","200","false","100","false","947","265","30"
"5","15","0","20","0","200","0","15","200","false","100","false","866","373","30"
"6","15","0","20","0","200","0","15","200","false","100","false","967","306","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1036","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","871","343","30"
"5","15","0","20","0","200","0","15","200","false","100","false","867","372","30"
"3","15","0","20","0","200","0","15","200","false","100","false","948","265","30"
"6","15","0","20","0","200","0","15","200","false","100","false","968","306","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1037","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","872","343","30"
"7","15","0","20","0","200","0","15","200","false","100","false","77","500","30"
"3","15","0","20","0","200","0","15","200","false","100","false","949","265","30"
"5","15","0","20","0","200","0","15","200","false","100","false","868","369","30"
"6","15","0","20","0","200","0","15","200","false","100","false","969","306","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1038","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","873","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","950","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1039","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","970","306","30"
"5","15","0","20","0","200","0","15","200","false","100","false","869","368","30"
"7","15","0","20","0","200","0","15","200","false","100","false","78","500","30"
"1","15","0","20","0","200","0","15","200","false","100","false","874","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","951","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1040","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","971","306","30"
"1","15","0","20","0","200","0","15","200","false","100","false","875","343","30"
"5","15","0","20","0","200","0","15","200","false","100","false","870","367","30"
"3","15","0","20","0","200","0","15","200","false","100","false","952","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1041","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","972","305","30"
"7","15","0","20","0","200","0","15","200","false","100","false","79","500","30"
"3","15","0","20","0","200","0","15","200","false","100","false","953","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","876","343","30"
"5","15","0","20","0","200","0","15","200","false","100","false","871","366","30"
"6","15","0","20","0","200","0","15","200","false","100","false","973","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1042","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","954","265","30"
"6","15","0","20","0","200","0","15","200","false","100","false","974","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","877","343","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1043","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","872","366","30"
"3","15","0","20","0","200","0","15","200","false","100","false","955","265","30"
"7","15","0","20","0","200","0","15","200","false","100","false","80","500","30"
"6","15","0","20","0","200","0","15","200","false","100","false","975","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1044","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","878","343","30"
"5","15","0","20","0","200","0","15","200","false","100","false","873","366","30"
"3","15","0","20","0","200","0","15","200","false","100","false","956","265","30"
"6","15","0","20","0","200","0","15","200","false","100","false","976","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1045","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","879","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","957","265","30"
"7","15","0","20","0","200","0","15","200","false","100","false","81","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","874","366","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1046","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","977","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","880","343","30"
"3","15","0","20","0","200","0","15","200","false","100","false","958","265","30"
"6","15","0","20","0","200","0","15","200","false","100","false","978","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1047","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","875","366","30"
"1","15","0","20","0","200","0","15","200","false","100","false","881","342","30"
"3","15","0","20","0","200","0","15","200","false","100","false","959","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1048","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","979","305","30"
"7","15","0","20","0","200","0","15","200","false","100","false","82","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","876","366","30"
"3","15","0","20","0","200","0","15","200","false","100","false","960","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","882","341","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1049","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","980","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","961","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","883","340","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1050","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","981","305","30"
"7","15","0","20","0","200","0","15","200","false","100","false","83","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","877","365","30"
"3","15","0","20","0","200","0","15","200","false","100","false","962","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","884","340","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1051","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","982","305","30"
"5","15","0","20","0","200","0","15","200","false","100","false","878","365","30"
"3","15","0","20","0","200","0","15","200","false","100","false","963","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","885","340","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1052","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","983","305","30"
"7","15","0","20","0","200","0","15","200","false","100","false","84","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","879","365","30"
"3","15","0","20","0","200","0","15","200","false","100","false","964","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1053","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","984","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","886","338","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1054","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","965","265","30"
"6","15","0","20","0","200","0","15","200","false","100","false","985","305","30"
"5","15","0","20","0","200","0","15","200","false","100","false","880","365","30"
"1","15","0","20","0","200","0","15","200","false","100","false","887","336","30"
"7","15","0","20","0","200","0","15","200","false","100","false","85","500","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1055","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","986","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","966","265","30"
"5","15","0","20","0","200","0","15","200","false","100","false","881","365","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1056","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","888","335","30"
"6","15","0","20","0","200","0","15","200","false","100","false","987","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","967","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1057","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","882","365","30"
"6","15","0","20","0","200","0","15","200","false","100","false","988","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","889","334","30"
"7","15","0","20","0","200","0","15","200","false","100","false","86","500","30"
"3","15","0","20","0","200","0","15","200","false","100","false","968","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1058","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","989","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","890","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","883","363","30"
"3","15","0","20","0","200","0","15","200","false","100","false","969","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1059","333","30"
"7","15","0","20","0","200","0","15","200","false","100","false","87","500","30"
"6","15","0","20","0","200","0","15","200","false","100","false","990","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","891","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","970","265","30"
"5","15","0","20","0","200","0","15","200","false","100","false","884","363","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1060","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","991","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","971","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","892","333","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1061","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","885","363","30"
"6","15","0","20","0","200","0","15","200","false","100","false","992","305","30"
"7","15","0","20","0","200","0","15","200","false","100","false","88","500","30"
"3","15","0","20","0","200","0","15","200","false","100","false","972","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","893","333","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1062","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","886","361","30"
"6","15","0","20","0","200","0","15","200","false","100","false","993","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","894","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","973","265","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1063","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","994","305","30"
"5","15","0","20","0","200","0","15","200","false","100","false","887","361","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1064","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","974","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","895","332","30"
"7","15","0","20","0","200","0","15","200","false","100","false","89","500","30"
"6","15","0","20","0","200","0","15","200","false","100","false","995","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1065","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","975","265","30"
"1","15","0","20","0","200","0","15","200","false","100","false","896","332","30"
"5","15","0","20","0","200","0","15","200","false","100","false","888","359","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1066","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","996","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","897","332","30"
"3","15","0","20","0","200","0","15","200","false","100","false","976","265","30"
"5","15","0","20","0","200","0","15","200","false","100","false","889","358","30"
"7","15","0","20","0","200","0","15","200","false","100","false","90","500","30"
"6","15","0","20","0","200","0","15","200","false","100","false","997","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1067","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","898","332","30"
"3","15","0","20","0","200","0","15","200","false","100","false","977","265","30"
"5","15","0","20","0","200","0","15","200","false","100","false","890","356","30"
"6","15","0","20","0","200","0","15","200","false","100","false","998","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1068","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","899","332","30"
"3","15","0","20","0","200","0","15","200","false","100","false","978","265","30"
"7","15","0","20","0","200","0","15","200","false","100","false","91","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","891","354","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1069","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","999","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","979","263","30"
"1","15","0","20","0","200","0","15","200","false","100","false","900","332","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1000","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1070","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","892","352","30"
"3","15","0","20","0","200","0","15","200","false","100","false","980","261","30"
"1","15","0","20","0","200","0","15","200","false","100","false","901","332","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1071","333","30"
"7","15","0","20","0","200","0","15","200","false","100","false","92","500","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1001","305","30"
"5","15","0","20","0","200","0","15","200","false","100","false","893","350","30"
"3","15","0","20","0","200","0","15","200","false","100","false","981","258","30"
"1","15","0","20","0","200","0","15","200","false","100","false","902","332","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1072","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1002","305","30"
"5","15","0","20","0","200","0","15","200","false","100","false","894","350","30"
"3","15","0","20","0","200","0","15","200","false","100","false","982","256","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1073","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1003","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","903","332","30"
"3","15","0","20","0","200","0","15","200","false","100","false","983","252","30"
"7","15","0","20","0","200","0","15","200","false","100","false","93","500","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1074","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","895","350","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1004","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","904","332","30"
"3","15","0","20","0","200","0","15","200","false","100","false","984","249","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1075","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","896","350","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1005","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","905","332","30"
"3","15","0","20","0","200","0","15","200","false","100","false","985","247","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1076","333","30"
"7","15","0","20","0","200","0","15","200","false","100","false","94","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","897","350","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1006","305","30"
"1","15","0","20","0","200","0","15","200","false","100","false","906","332","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1077","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","986","245","30"
"5","15","0","20","0","200","0","15","200","false","100","false","898","348","30"
"1","15","0","20","0","200","0","15","200","false","100","false","907","332","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1007","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1078","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","987","243","30"
"7","15","0","20","0","200","0","15","200","false","100","false","95","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","899","347","30"
"1","15","0","20","0","200","0","15","200","false","100","false","908","332","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1008","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1079","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","909","332","30"
"5","15","0","20","0","200","0","15","200","false","100","false","900","347","30"
"3","15","0","20","0","200","0","15","200","false","100","false","988","240","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1080","333","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1009","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","989","236","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1081","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","901","346","30"
"1","15","0","20","0","200","0","15","200","false","100","false","910","332","30"
"7","15","0","20","0","200","0","15","200","false","100","false","96","500","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1010","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","990","235","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1082","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","911","332","30"
"5","15","0","20","0","200","0","15","200","false","100","false","902","345","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1011","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","991","233","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1083","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","912","332","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1012","305","30"
"7","15","0","20","0","200","0","15","200","false","100","false","97","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","903","345","30"
"3","15","0","20","0","200","0","15","200","false","100","false","992","233","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1084","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","913","332","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1013","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","993","231","30"
"5","15","0","20","0","200","0","15","200","false","100","false","904","345","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1085","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","994","230","30"
"1","15","0","20","0","200","0","15","200","false","100","false","914","332","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1014","305","30"
"7","15","0","20","0","200","0","15","200","false","100","false","98","500","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1086","333","30"
"5","15","0","20","0","200","0","15","200","false","100","false","905","345","30"
"3","15","0","20","0","200","0","15","200","false","100","false","995","227","30"
"1","15","0","20","0","200","0","15","200","false","100","false","915","332","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1015","305","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1087","333","30"
"3","15","0","20","0","200","0","15","200","false","100","false","996","227","30"
"5","15","0","20","0","200","0","15","200","false","100","false","906","345","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1016","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","997","227","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1088","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","916","332","30"
"7","15","0","20","0","200","0","15","200","false","100","false","99","500","30"
"5","15","0","20","0","200","0","15","200","false","100","false","907","345","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1089","333","30"
"1","15","0","20","0","200","0","15","200","false","100","false","917","332","30"
"6","15","0","20","0","200","0","15","200","false","100","false","1017","305","30"
"3","15","0","20","0","200","0","15","200","false","100","false","998","225","30"
"5","15","0","20","0","200","0","15","200","false","100","false","908","345","30"
"2","15","0","20","0","200","0","15","200","false","100","false","1090","333","30"
