"BehaviorSpace results (NetLogo 6.1.1)"
"complete.nlogo"
"experiment"
"03/10/2020 19:51:26:889 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","100","-25","30"
"[run number]","attacker-number-beach-a","defender-number-base-a","initial-number-attacking-b26","initial-number-defending-b26","initial-number-t33","initial-number-seaFury","attacker-number-beach-b","defender-number-base-b","show-health","defender-number-base-c","show-ammo","[step]","count turtles","count attackers","count defenders"
"6","15","200","5","11","5","5","15","200","false","100","false","591","520","2","492"
"7","15","200","6","11","5","5","15","200","false","100","false","593","529","3","499"
"12","15","200","11","11","5","5","15","200","false","100","false","35","562","30","500"
"9","15","200","8","11","5","5","15","200","false","100","false","276","552","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","573","529","4","500"
"4","15","200","3","11","5","5","15","200","false","100","false","600","526","2","500"
"11","15","200","10","11","5","5","15","200","false","100","false","55","555","24","500"
"10","15","200","9","11","5","5","15","200","false","100","false","211","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","592","520","2","492"
"7","15","200","6","11","5","5","15","200","false","100","false","594","529","3","499"
"9","15","200","8","11","5","5","15","200","false","100","false","277","552","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","574","529","4","500"
"12","15","200","11","11","5","5","15","200","false","100","false","36","562","30","500"
"4","15","200","3","11","5","5","15","200","false","100","false","601","526","2","500"
"11","15","200","10","11","5","5","15","200","false","100","false","56","555","24","500"
"6","15","200","5","11","5","5","15","200","false","100","false","593","520","2","492"
"10","15","200","9","11","5","5","15","200","false","100","false","212","546","16","500"
"7","15","200","6","11","5","5","15","200","false","100","false","595","529","3","499"
"5","15","200","4","11","5","5","15","200","false","100","false","575","529","4","500"
"9","15","200","8","11","5","5","15","200","false","100","false","278","552","23","500"
"4","15","200","3","11","5","5","15","200","false","100","false","602","526","2","500"
"12","15","200","11","11","5","5","15","200","false","100","false","37","562","30","500"
"6","15","200","5","11","5","5","15","200","false","100","false","594","520","2","492"
"11","15","200","10","11","5","5","15","200","false","100","false","57","554","23","500"
"7","15","200","6","11","5","5","15","200","false","100","false","596","529","3","499"
"10","15","200","9","11","5","5","15","200","false","100","false","213","546","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","576","529","4","500"
"9","15","200","8","11","5","5","15","200","false","100","false","279","551","22","500"
"4","15","200","3","11","5","5","15","200","false","100","false","603","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","595","520","2","492"
"12","15","200","11","11","5","5","15","200","false","100","false","38","562","30","500"
"11","15","200","10","11","5","5","15","200","false","100","false","58","554","23","500"
"7","15","200","6","11","5","5","15","200","false","100","false","597","529","3","499"
"10","15","200","9","11","5","5","15","200","false","100","false","214","546","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","577","529","4","500"
"9","15","200","8","11","5","5","15","200","false","100","false","280","550","21","500"
"4","15","200","3","11","5","5","15","200","false","100","false","604","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","596","520","2","492"
"7","15","200","6","11","5","5","15","200","false","100","false","598","529","3","499"
"11","15","200","10","11","5","5","15","200","false","100","false","59","554","23","500"
"12","15","200","11","11","5","5","15","200","false","100","false","39","562","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","215","546","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","578","529","4","500"
"4","15","200","3","11","5","5","15","200","false","100","false","605","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","597","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","281","549","20","500"
"7","15","200","6","11","5","5","15","200","false","100","false","599","529","3","499"
"11","15","200","10","11","5","5","15","200","false","100","false","60","554","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","579","529","4","500"
"12","15","200","11","11","5","5","15","200","false","100","false","40","562","30","500"
"4","15","200","3","11","5","5","15","200","false","100","false","606","526","2","500"
"10","15","200","9","11","5","5","15","200","false","100","false","216","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","598","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","282","549","20","500"
"7","15","200","6","11","5","5","15","200","false","100","false","600","528","2","499"
"11","15","200","10","11","5","5","15","200","false","100","false","61","554","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","580","529","4","500"
"4","15","200","3","11","5","5","15","200","false","100","false","607","526","2","500"
"12","15","200","11","11","5","5","15","200","false","100","false","41","562","30","500"
"6","15","200","5","11","5","5","15","200","false","100","false","599","520","2","492"
"10","15","200","9","11","5","5","15","200","false","100","false","217","546","16","500"
"7","15","200","6","11","5","5","15","200","false","100","false","601","528","2","499"
"9","15","200","8","11","5","5","15","200","false","100","false","283","548","19","500"
"5","15","200","4","11","5","5","15","200","false","100","false","581","529","4","500"
"11","15","200","10","11","5","5","15","200","false","100","false","62","554","23","500"
"4","15","200","3","11","5","5","15","200","false","100","false","608","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","600","520","2","492"
"12","15","200","11","11","5","5","15","200","false","100","false","42","562","30","500"
"10","15","200","9","11","5","5","15","200","false","100","false","218","546","16","500"
"7","15","200","6","11","5","5","15","200","false","100","false","602","528","2","499"
"9","15","200","8","11","5","5","15","200","false","100","false","284","548","19","500"
"5","15","200","4","11","5","5","15","200","false","100","false","582","529","4","500"
"11","15","200","10","11","5","5","15","200","false","100","false","63","554","23","500"
"4","15","200","3","11","5","5","15","200","false","100","false","609","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","601","520","2","492"
"10","15","200","9","11","5","5","15","200","false","100","false","219","546","16","500"
"12","15","200","11","11","5","5","15","200","false","100","false","43","562","30","500"
"7","15","200","6","11","5","5","15","200","false","100","false","603","528","2","499"
"5","15","200","4","11","5","5","15","200","false","100","false","583","529","4","500"
"9","15","200","8","11","5","5","15","200","false","100","false","285","548","19","500"
"4","15","200","3","11","5","5","15","200","false","100","false","610","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","602","520","2","492"
"11","15","200","10","11","5","5","15","200","false","100","false","64","554","23","500"
"10","15","200","9","11","5","5","15","200","false","100","false","220","546","16","500"
"7","15","200","6","11","5","5","15","200","false","100","false","604","528","2","499"
"12","15","200","11","11","5","5","15","200","false","100","false","44","562","30","500"
"5","15","200","4","11","5","5","15","200","false","100","false","584","529","4","500"
"4","15","200","3","11","5","5","15","200","false","100","false","611","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","603","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","286","548","19","500"
"11","15","200","10","11","5","5","15","200","false","100","false","65","554","23","500"
"7","15","200","6","11","5","5","15","200","false","100","false","605","528","2","499"
"10","15","200","9","11","5","5","15","200","false","100","false","221","546","16","500"
"12","15","200","11","11","5","5","15","200","false","100","false","45","562","30","500"
"5","15","200","4","11","5","5","15","200","false","100","false","585","529","4","500"
"4","15","200","3","11","5","5","15","200","false","100","false","612","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","604","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","287","548","19","500"
"11","15","200","10","11","5","5","15","200","false","100","false","66","554","23","500"
"7","15","200","6","11","5","5","15","200","false","100","false","606","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","222","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","605","520","2","492"
"5","15","200","4","11","5","5","15","200","false","100","false","586","529","4","500"
"4","15","200","3","11","5","5","15","200","false","100","false","613","526","2","500"
"12","15","200","11","11","5","5","15","200","false","100","false","46","562","30","500"
"9","15","200","8","11","5","5","15","200","false","100","false","288","548","19","500"
"11","15","200","10","11","5","5","15","200","false","100","false","67","554","23","500"
"7","15","200","6","11","5","5","15","200","false","100","false","607","527","1","499"
"6","15","200","5","11","5","5","15","200","false","100","false","606","520","2","492"
"10","15","200","9","11","5","5","15","200","false","100","false","223","546","16","500"
"4","15","200","3","11","5","5","15","200","false","100","false","614","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","587","529","4","500"
"12","15","200","11","11","5","5","15","200","false","100","false","47","560","28","500"
"9","15","200","8","11","5","5","15","200","false","100","false","289","548","19","500"
"11","15","200","10","11","5","5","15","200","false","100","false","68","554","23","500"
"7","15","200","6","11","5","5","15","200","false","100","false","608","527","1","499"
"6","15","200","5","11","5","5","15","200","false","100","false","607","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","615","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","588","529","4","500"
"10","15","200","9","11","5","5","15","200","false","100","false","224","546","16","500"
"11","15","200","10","11","5","5","15","200","false","100","false","69","554","23","500"
"9","15","200","8","11","5","5","15","200","false","100","false","290","548","19","500"
"12","15","200","11","11","5","5","15","200","false","100","false","48","560","28","500"
"7","15","200","6","11","5","5","15","200","false","100","false","609","527","1","499"
"6","15","200","5","11","5","5","15","200","false","100","false","608","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","616","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","589","529","4","500"
"10","15","200","9","11","5","5","15","200","false","100","false","225","546","16","500"
"7","15","200","6","11","5","5","15","200","false","100","false","610","527","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","70","554","23","500"
"9","15","200","8","11","5","5","15","200","false","100","false","291","548","19","500"
"12","15","200","11","11","5","5","15","200","false","100","false","49","559","27","500"
"6","15","200","5","11","5","5","15","200","false","100","false","609","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","617","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","590","529","4","500"
"10","15","200","9","11","5","5","15","200","false","100","false","226","546","16","500"
"7","15","200","6","11","5","5","15","200","false","100","false","611","527","1","499"
"9","15","200","8","11","5","5","15","200","false","100","false","292","548","19","500"
"11","15","200","10","11","5","5","15","200","false","100","false","71","554","23","500"
"6","15","200","5","11","5","5","15","200","false","100","false","610","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","618","526","2","500"
"12","15","200","11","11","5","5","15","200","false","100","false","50","558","26","500"
"5","15","200","4","11","5","5","15","200","false","100","false","591","529","4","500"
"7","15","200","6","11","5","5","15","200","false","100","false","612","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","227","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","293","547","18","500"
"4","15","200","3","11","5","5","15","200","false","100","false","619","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","611","520","2","492"
"11","15","200","10","11","5","5","15","200","false","100","false","72","554","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","592","529","4","500"
"12","15","200","11","11","5","5","15","200","false","100","false","51","558","26","500"
"7","15","200","6","11","5","5","15","200","false","100","false","613","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","228","546","16","500"
"4","15","200","3","11","5","5","15","200","false","100","false","620","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","612","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","294","545","16","500"
"11","15","200","10","11","5","5","15","200","false","100","false","73","554","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","593","529","4","500"
"12","15","200","11","11","5","5","15","200","false","100","false","52","558","26","500"
"7","15","200","6","11","5","5","15","200","false","100","false","614","527","1","499"
"4","15","200","3","11","5","5","15","200","false","100","false","621","526","2","500"
"6","15","200","5","11","5","5","15","200","false","100","false","613","520","2","492"
"10","15","200","9","11","5","5","15","200","false","100","false","229","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","295","545","16","500"
"11","15","200","10","11","5","5","15","200","false","100","false","74","554","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","594","529","4","500"
"12","15","200","11","11","5","5","15","200","false","100","false","53","558","26","500"
"7","15","200","6","11","5","5","15","200","false","100","false","615","527","1","499"
"6","15","200","5","11","5","5","15","200","false","100","false","614","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","622","526","2","500"
"10","15","200","9","11","5","5","15","200","false","100","false","230","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","296","545","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","595","529","4","500"
"6","15","200","5","11","5","5","15","200","false","100","false","615","520","2","492"
"12","15","200","11","11","5","5","15","200","false","100","false","54","558","26","500"
"4","15","200","3","11","5","5","15","200","false","100","false","623","526","2","500"
"7","15","200","6","11","5","5","15","200","false","100","false","616","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","231","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","297","545","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","596","529","4","500"
"12","15","200","11","11","5","5","15","200","false","100","false","55","558","26","500"
"11","15","200","10","11","5","5","15","200","false","100","false","75","554","23","500"
"6","15","200","5","11","5","5","15","200","false","100","false","616","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","624","526","2","500"
"7","15","200","6","11","5","5","15","200","false","100","false","617","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","232","546","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","597","529","4","500"
"9","15","200","8","11","5","5","15","200","false","100","false","298","544","15","500"
"6","15","200","5","11","5","5","15","200","false","100","false","617","520","2","492"
"11","15","200","10","11","5","5","15","200","false","100","false","76","554","23","500"
"12","15","200","11","11","5","5","15","200","false","100","false","56","558","26","500"
"4","15","200","3","11","5","5","15","200","false","100","false","625","526","2","500"
"7","15","200","6","11","5","5","15","200","false","100","false","618","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","233","546","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","598","529","4","500"
"9","15","200","8","11","5","5","15","200","false","100","false","299","544","15","500"
"6","15","200","5","11","5","5","15","200","false","100","false","618","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","626","526","2","500"
"7","15","200","6","11","5","5","15","200","false","100","false","619","527","1","499"
"12","15","200","11","11","5","5","15","200","false","100","false","57","558","26","500"
"11","15","200","10","11","5","5","15","200","false","100","false","77","554","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","599","529","4","500"
"10","15","200","9","11","5","5","15","200","false","100","false","234","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","619","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","300","544","15","500"
"4","15","200","3","11","5","5","15","200","false","100","false","627","526","2","500"
"7","15","200","6","11","5","5","15","200","false","100","false","620","527","1","499"
"12","15","200","11","11","5","5","15","200","false","100","false","58","558","26","500"
"11","15","200","10","11","5","5","15","200","false","100","false","78","554","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","600","529","4","500"
"6","15","200","5","11","5","5","15","200","false","100","false","620","520","2","492"
"10","15","200","9","11","5","5","15","200","false","100","false","235","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","301","544","15","500"
"4","15","200","3","11","5","5","15","200","false","100","false","628","526","2","500"
"7","15","200","6","11","5","5","15","200","false","100","false","621","527","1","499"
"12","15","200","11","11","5","5","15","200","false","100","false","59","558","26","500"
"11","15","200","10","11","5","5","15","200","false","100","false","79","554","23","500"
"6","15","200","5","11","5","5","15","200","false","100","false","621","520","2","492"
"5","15","200","4","11","5","5","15","200","false","100","false","601","528","4","499"
"10","15","200","9","11","5","5","15","200","false","100","false","236","546","16","500"
"4","15","200","3","11","5","5","15","200","false","100","false","629","526","2","500"
"9","15","200","8","11","5","5","15","200","false","100","false","302","544","15","500"
"7","15","200","6","11","5","5","15","200","false","100","false","622","527","1","499"
"12","15","200","11","11","5","5","15","200","false","100","false","60","558","26","500"
"11","15","200","10","11","5","5","15","200","false","100","false","80","554","23","500"
"6","15","200","5","11","5","5","15","200","false","100","false","622","520","2","492"
"5","15","200","4","11","5","5","15","200","false","100","false","602","528","4","499"
"4","15","200","3","11","5","5","15","200","false","100","false","630","526","2","500"
"10","15","200","9","11","5","5","15","200","false","100","false","237","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","303","544","15","500"
"7","15","200","6","11","5","5","15","200","false","100","false","623","527","1","499"
"6","15","200","5","11","5","5","15","200","false","100","false","623","520","2","492"
"12","15","200","11","11","5","5","15","200","false","100","false","61","558","26","500"
"11","15","200","10","11","5","5","15","200","false","100","false","81","554","23","500"
"5","15","200","4","11","5","5","15","200","false","100","false","603","527","4","498"
"4","15","200","3","11","5","5","15","200","false","100","false","631","526","2","500"
"7","15","200","6","11","5","5","15","200","false","100","false","624","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","238","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","304","544","15","500"
"6","15","200","5","11","5","5","15","200","false","100","false","624","520","2","492"
"5","15","200","4","11","5","5","15","200","false","100","false","604","525","4","496"
"12","15","200","11","11","5","5","15","200","false","100","false","62","558","26","500"
"11","15","200","10","11","5","5","15","200","false","100","false","82","554","23","500"
"4","15","200","3","11","5","5","15","200","false","100","false","632","526","2","500"
"7","15","200","6","11","5","5","15","200","false","100","false","625","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","239","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","305","543","14","500"
"6","15","200","5","11","5","5","15","200","false","100","false","625","520","2","492"
"5","15","200","4","11","5","5","15","200","false","100","false","605","525","4","496"
"4","15","200","3","11","5","5","15","200","false","100","false","633","526","2","500"
"11","15","200","10","11","5","5","15","200","false","100","false","83","554","23","500"
"12","15","200","11","11","5","5","15","200","false","100","false","63","558","26","500"
"7","15","200","6","11","5","5","15","200","false","100","false","626","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","240","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","306","543","14","500"
"6","15","200","5","11","5","5","15","200","false","100","false","626","520","2","492"
"5","15","200","4","11","5","5","15","200","false","100","false","606","525","4","496"
"4","15","200","3","11","5","5","15","200","false","100","false","634","526","2","500"
"11","15","200","10","11","5","5","15","200","false","100","false","84","553","22","500"
"7","15","200","6","11","5","5","15","200","false","100","false","627","527","1","499"
"12","15","200","11","11","5","5","15","200","false","100","false","64","558","26","500"
"10","15","200","9","11","5","5","15","200","false","100","false","241","546","16","500"
"9","15","200","8","11","5","5","15","200","false","100","false","307","542","13","500"
"6","15","200","5","11","5","5","15","200","false","100","false","627","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","635","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","607","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","628","527","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","85","553","22","500"
"12","15","200","11","11","5","5","15","200","false","100","false","65","558","26","500"
"6","15","200","5","11","5","5","15","200","false","100","false","628","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","308","541","12","500"
"10","15","200","9","11","5","5","15","200","false","100","false","242","546","16","500"
"4","15","200","3","11","5","5","15","200","false","100","false","636","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","608","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","629","527","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","86","552","21","500"
"12","15","200","11","11","5","5","15","200","false","100","false","66","558","26","500"
"6","15","200","5","11","5","5","15","200","false","100","false","629","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","309","539","10","500"
"4","15","200","3","11","5","5","15","200","false","100","false","637","526","2","500"
"10","15","200","9","11","5","5","15","200","false","100","false","243","546","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","609","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","630","527","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","87","551","20","500"
"6","15","200","5","11","5","5","15","200","false","100","false","630","520","2","492"
"12","15","200","11","11","5","5","15","200","false","100","false","67","558","26","500"
"9","15","200","8","11","5","5","15","200","false","100","false","310","538","9","500"
"4","15","200","3","11","5","5","15","200","false","100","false","638","526","2","500"
"10","15","200","9","11","5","5","15","200","false","100","false","244","546","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","610","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","631","527","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","88","551","20","500"
"6","15","200","5","11","5","5","15","200","false","100","false","631","520","2","492"
"12","15","200","11","11","5","5","15","200","false","100","false","68","558","26","500"
"4","15","200","3","11","5","5","15","200","false","100","false","639","526","2","500"
"9","15","200","8","11","5","5","15","200","false","100","false","311","538","9","500"
"5","15","200","4","11","5","5","15","200","false","100","false","611","525","4","496"
"10","15","200","9","11","5","5","15","200","false","100","false","245","546","16","500"
"7","15","200","6","11","5","5","15","200","false","100","false","632","527","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","89","551","20","500"
"6","15","200","5","11","5","5","15","200","false","100","false","632","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","640","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","612","525","4","496"
"12","15","200","11","11","5","5","15","200","false","100","false","69","558","26","500"
"9","15","200","8","11","5","5","15","200","false","100","false","312","538","9","500"
"7","15","200","6","11","5","5","15","200","false","100","false","633","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","246","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","633","520","2","492"
"11","15","200","10","11","5","5","15","200","false","100","false","90","551","20","500"
"4","15","200","3","11","5","5","15","200","false","100","false","641","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","613","525","4","496"
"9","15","200","8","11","5","5","15","200","false","100","false","313","538","9","500"
"12","15","200","11","11","5","5","15","200","false","100","false","70","558","26","500"
"7","15","200","6","11","5","5","15","200","false","100","false","634","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","247","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","634","520","2","492"
"11","15","200","10","11","5","5","15","200","false","100","false","91","551","20","500"
"4","15","200","3","11","5","5","15","200","false","100","false","642","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","614","525","4","496"
"9","15","200","8","11","5","5","15","200","false","100","false","314","537","8","500"
"7","15","200","6","11","5","5","15","200","false","100","false","635","527","1","499"
"12","15","200","11","11","5","5","15","200","false","100","false","71","558","26","500"
"10","15","200","9","11","5","5","15","200","false","100","false","248","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","635","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","643","526","2","500"
"11","15","200","10","11","5","5","15","200","false","100","false","92","551","20","500"
"5","15","200","4","11","5","5","15","200","false","100","false","615","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","636","527","1","499"
"9","15","200","8","11","5","5","15","200","false","100","false","315","536","7","500"
"12","15","200","11","11","5","5","15","200","false","100","false","72","558","26","500"
"10","15","200","9","11","5","5","15","200","false","100","false","249","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","636","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","644","526","2","500"
"11","15","200","10","11","5","5","15","200","false","100","false","93","548","17","500"
"5","15","200","4","11","5","5","15","200","false","100","false","616","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","637","527","1","499"
"9","15","200","8","11","5","5","15","200","false","100","false","316","536","7","500"
"12","15","200","11","11","5","5","15","200","false","100","false","73","558","26","500"
"10","15","200","9","11","5","5","15","200","false","100","false","250","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","637","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","645","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","617","525","4","496"
"11","15","200","10","11","5","5","15","200","false","100","false","94","548","17","500"
"7","15","200","6","11","5","5","15","200","false","100","false","638","527","1","499"
"9","15","200","8","11","5","5","15","200","false","100","false","317","536","7","500"
"6","15","200","5","11","5","5","15","200","false","100","false","638","520","2","492"
"12","15","200","11","11","5","5","15","200","false","100","false","74","558","26","500"
"10","15","200","9","11","5","5","15","200","false","100","false","251","546","16","500"
"4","15","200","3","11","5","5","15","200","false","100","false","646","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","618","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","639","527","1","499"
"9","15","200","8","11","5","5","15","200","false","100","false","318","536","7","500"
"11","15","200","10","11","5","5","15","200","false","100","false","95","547","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","639","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","647","526","2","500"
"12","15","200","11","11","5","5","15","200","false","100","false","75","558","26","500"
"10","15","200","9","11","5","5","15","200","false","100","false","252","546","16","500"
"5","15","200","4","11","5","5","15","200","false","100","false","619","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","640","527","1","499"
"9","15","200","8","11","5","5","15","200","false","100","false","319","536","7","500"
"11","15","200","10","11","5","5","15","200","false","100","false","96","547","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","640","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","648","526","2","500"
"10","15","200","9","11","5","5","15","200","false","100","false","253","546","16","500"
"12","15","200","11","11","5","5","15","200","false","100","false","76","558","26","500"
"5","15","200","4","11","5","5","15","200","false","100","false","620","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","641","527","1","499"
"9","15","200","8","11","5","5","15","200","false","100","false","320","536","7","500"
"6","15","200","5","11","5","5","15","200","false","100","false","641","520","2","492"
"11","15","200","10","11","5","5","15","200","false","100","false","97","547","16","500"
"4","15","200","3","11","5","5","15","200","false","100","false","649","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","621","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","642","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","254","546","16","500"
"12","15","200","11","11","5","5","15","200","false","100","false","77","558","26","500"
"9","15","200","8","11","5","5","15","200","false","100","false","321","536","7","500"
"6","15","200","5","11","5","5","15","200","false","100","false","642","520","2","492"
"11","15","200","10","11","5","5","15","200","false","100","false","98","547","16","500"
"4","15","200","3","11","5","5","15","200","false","100","false","650","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","622","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","643","527","1","499"
"10","15","200","9","11","5","5","15","200","false","100","false","255","546","16","500"
"12","15","200","11","11","5","5","15","200","false","100","false","78","558","26","500"
"9","15","200","8","11","5","5","15","200","false","100","false","322","536","7","500"
"6","15","200","5","11","5","5","15","200","false","100","false","643","520","2","492"
"4","15","200","3","11","5","5","15","200","false","100","false","651","526","2","500"
"11","15","200","10","11","5","5","15","200","false","100","false","99","546","15","500"
"7","15","200","6","11","5","5","15","200","false","100","false","644","527","1","499"
"5","15","200","4","11","5","5","15","200","false","100","false","623","525","4","496"
"12","15","200","11","11","5","5","15","200","false","100","false","79","557","25","500"
"10","15","200","9","11","5","5","15","200","false","100","false","256","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","644","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","323","536","7","500"
"4","15","200","3","11","5","5","15","200","false","100","false","652","526","2","500"
"5","15","200","4","11","5","5","15","200","false","100","false","624","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","645","527","1","499"
"11","15","200","10","11","5","5","15","200","false","100","false","100","546","15","500"
"12","15","200","11","11","5","5","15","200","false","100","false","80","555","23","500"
"10","15","200","9","11","5","5","15","200","false","100","false","257","546","16","500"
"6","15","200","5","11","5","5","15","200","false","100","false","645","520","2","492"
"9","15","200","8","11","5","5","15","200","false","100","false","324","536","7","500"
"5","15","200","4","11","5","5","15","200","false","100","false","625","525","4","496"
"7","15","200","6","11","5","5","15","200","false","100","false","646","527","1","499"
"4","15","200","3","11","5","5","15","200","false","100","false","653","526","2","500"
"11","15","200","10","11","5","5","15","200","false","100","false","101","546","15","500"
